"INDICATOR - Simple average of simple averages"
"ORIGIN - World"
"DUTY TYPE - Most favoured nation rate (MFN rate)"

,YEAR,"1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Eritrea","Manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..","..",7.68,"..","..","..",7.68,"..","..","..","..","..","..","..","..","..","..",".."
"Eritrea","Chemical products","_","_","_","_","..","..","..","..","..","..","..","..","..","..",2.62,"..","..","..",2.62,"..","..","..","..","..","..","..","..","..","..",".."
"Eritrea","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..","..","..","..","..",6.13,"..","..","..",6.13,"..","..","..","..","..","..","..","..","..","..",".."
"Eritrea","Other manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..","..",10.34,"..","..","..",10.34,"..","..","..","..","..","..","..","..","..","..",".."
"Estonia","Manufactured goods, ores and metals","_","_","_","_","..","..","..",0.05,0.02,0.02,0,0,0.07,0.07,0.07,0.07,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Estonia","Ores and metals","_","_","_","_","..","..","..",0,0,0,0,0,0,0,0,0,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Estonia","Manufactured goods","_","_","_","_","..","..","..",0.05,0.02,0.02,0,0,0.08,0.08,0.08,0.08,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Estonia","Chemical products","_","_","_","_","..","..","..",0,0,0,0,0,0.36,0.36,0.36,0.36,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Estonia","Machinery and transport equipment","_","_","_","_","..","..","..",0.1,0.02,0.02,0,0,0,0,0,0,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Estonia","Other manufactured goods","_","_","_","_","..","..","..",0.05,0.02,0.02,0,0,0,0,0,0,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Eswatini","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",8.4,7.26,"..",8.119999999999999,8.1,8.07,7.85,7.84,7.83,7.71,7.71,7.68,7.69,7.69,7.7,7.76,7.95
"Eswatini","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",1.37,1.28,"..",1.25,1.21,1.21,1.28,1.28,1.28,0.82,0.8,0.82,0.82,0.82,0.82,0.82,0.82
"Eswatini","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",8.859999999999999,7.67,"..",8.59,8.57,8.539999999999999,8.289999999999999,8.279999999999999,8.26,8.17,8.17,8.140000000000001,8.15,8.15,8.16,8.220000000000001,8.44
"Eswatini","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",2.68,2.63,"..",2.61,2.63,2.59,2.56,2.53,2.53,1.94,1.94,1.91,1.92,1.89,1.9,1.9,1.92
"Eswatini","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",3.18,3.12,"..",3.04,2.99,2.96,3,2.99,2.99,2.78,2.79,2.77,2.77,2.78,2.79,2.8,2.82
"Eswatini","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",13.73,11.59,"..",13.31,13.29,13.26,12.87,12.86,12.84,12.99,12.98,13,13.02,13.03,13.04,13.16,13.52
"Ethiopia","Manufactured goods, ores and metals","_","_","_","_","..","..","..",27.32,"..","..","..","..","..",18.53,18.53,"..","..","..",17.26,"..",16.88,16.88,16.88,16.88,16.85,"..","..",16.83,"..",".."
"Ethiopia","Ores and metals","_","_","_","_","..","..","..",13.53,"..","..","..","..","..",9.94,9.94,"..","..","..",9.279999999999999,"..",9.35,9.35,9.35,9.35,9.35,"..","..",9.35,"..",".."
"Ethiopia","Manufactured goods","_","_","_","_","..","..","..",28.25,"..","..","..","..","..",19.09,19.09,"..","..","..",17.81,"..",17.39,17.39,17.39,17.39,17.35,"..","..",17.33,"..",".."
"Ethiopia","Chemical products","_","_","_","_","..","..","..",16.53,"..","..","..","..","..",10.72,10.72,"..","..","..",10.67,"..",10.53,10.53,10.53,10.53,10.6,"..","..",10.66,"..",".."
"Ethiopia","Machinery and transport equipment","_","_","_","_","..","..","..",14.65,"..","..","..","..","..",12.4,12.4,"..","..","..",11.67,"..",11.31,11.31,11.31,11.31,11.14,"..","..",11.11,"..",".."
"Ethiopia","Other manufactured goods","_","_","_","_","..","..","..",38.45,"..","..","..","..","..",25.24,25.24,"..","..","..",23.23,"..",22.76,22.76,22.76,22.76,22.74,"..","..",22.76,"..",".."
"Fiji","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",8.289999999999999,8.85,"..",8.970000000000001,10,11.55,11.65,11.91,12.69,12.04,12.04,"..",9.68,"..",11.32
"Fiji","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2.97,2.97,"..",2.97,3.91,5.74,5.74,5.74,5.74,5.74,5.74,"..",5.74,"..",5.81
"Fiji","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",8.65,9.25,"..",9.380000000000001,10.41,11.94,12.05,12.32,13.16,12.46,12.47,"..",9.949999999999999,"..",11.7
"Fiji","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.44,11.18,"..",11.36,11.89,13.38,13.28,12.76,15.55,12.59,13.9,"..",7.05,"..",14.51
"Fiji","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.17,4.99,"..",5.21,8.460000000000001,10.77,8.43,10.56,8.109999999999999,10.52,9.550000000000001,"..",7.55,"..",8.060000000000001
"Fiji","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",9.85,10.29,"..",10.37,10.65,11.86,13.1,12.9,14.36,13.25,13.15,"..",12.17,"..",12.15
"Finland","Manufactured goods, ores and metals",7.91,"..",7.91,"..","..","..","..",6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Finland","Ores and metals",0.58,"..",0.58,"..","..","..","..",2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Finland","Manufactured goods",8.41,"..",8.4,"..","..","..","..",6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Finland","Chemical products",2.17,"..",2.15,"..","..","..","..",7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Finland","Machinery and transport equipment",5.53,"..",5.53,"..","..","..","..",4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Finland","Other manufactured goods",12.02,"..",12.01,"..","..","..","..",7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"France","Manufactured goods, ores and metals",5.81,5.8,8.140000000000001,6.73,6.83,6.78,6.73,6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"France","Ores and metals",2.53,2.47,2.54,2.54,2.54,2.54,2.54,2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"France","Manufactured goods",6.08,6.08,8.52,7.02,7.12,7.07,7.01,6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"France","Chemical products",7.54,7.53,7.64,7.64,7.79,7.63,7.63,7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"France","Machinery and transport equipment",4.92,4.91,5.01,5.01,5.06,5.12,5.02,4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"France","Other manufactured goods",6,5.99,10.33,7.62,7.73,7.67,7.62,7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"French Polynesia","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",11.41,11.43,"..",11.43,9.77,9.77,9.77,9.76,9.76,8.960000000000001
"French Polynesia","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",8.890000000000001,8.91,"..",8.91,8.16,8.16,8.16,8.16,8.16,8.16
"French Polynesia","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",11.58,11.6,"..",11.6,9.869999999999999,9.869999999999999,9.869999999999999,9.869999999999999,9.869999999999999,9.01
"French Polynesia","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.67,10.73,"..",10.74,8.869999999999999,8.869999999999999,8.869999999999999,8.869999999999999,8.869999999999999,8.869999999999999
"French Polynesia","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.27,10.32,"..",10.32,8.529999999999999,8.529999999999999,8.529999999999999,8.52,8.52,8.48
"French Polynesia","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",12.5,12.49,"..",12.49,10.87,10.87,10.87,10.87,10.87,9.300000000000001
"Gabon","Manufactured goods, ores and metals","..","..","..","..","..","..","..",17.5,"..","..",17.35,"..",17.19,17.29,17.29,17.41,17.41,17.3,"..",17.03,16.91,16.91,16.91,16.91,16.93,16.93,"..",16.93,16.93,".."
"Gabon","Ores and metals","..","..","..","..","..","..","..",12.05,"..","..",12.03,"..",11.61,11.71,11.69,11.66,11.66,11.79,"..",11.86,11.74,11.74,11.82,11.82,11.74,11.74,"..",11.74,11.74,".."
"Gabon","Manufactured goods","..","..","..","..","..","..","..",17.86,"..","..",17.71,"..",17.55,17.66,17.65,17.8,17.8,17.67,"..",17.38,17.26,17.26,17.25,17.25,17.27,17.27,"..",17.27,17.27,".."
"Gabon","Chemical products","..","..","..","..","..","..","..",10.8,"..","..",10.47,"..",10.61,10.76,10.76,10.92,10.92,10.99,"..",10.73,10.55,10.55,10.7,10.7,10.55,10.55,"..",10.55,10.55,".."
"Gabon","Machinery and transport equipment","..","..","..","..","..","..","..",14.02,"..","..",13.83,"..",13.89,14,14,14.03,14.03,14.07,"..",13.81,13.76,13.76,13.8,13.8,13.75,13.75,"..",13.75,13.75,".."
"Gabon","Other manufactured goods","..","..","..","..","..","..","..",22.2,"..","..",22.12,"..",21.85,21.93,21.93,22.12,22.12,21.85,"..",21.59,21.48,21.48,21.37,21.37,21.5,21.5,"..",21.5,21.5,".."
"Gambia","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",12.3,"..","..","..",19.06,19.06,19.06,13.47,13.48,13.48,13.4,"..","..","..",".."
"Gambia","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",9.93,"..","..","..",19.69,19.69,19.69,8.800000000000001,8.789999999999999,8.789999999999999,8.76,"..","..","..",".."
"Gambia","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",12.46,"..","..","..",19.02,19.02,19.01,13.78,13.79,13.79,13.72,"..","..","..",".."
"Gambia","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",7.69,"..","..","..",19.33,19.33,19.33,10.38,10.42,10.42,10.39,"..","..","..",".."
"Gambia","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",10.7,"..","..","..",19.3,19.3,19.27,10.23,10.23,10.23,10.18,"..","..","..",".."
"Gambia","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",15.04,"..","..","..",18.78,18.78,18.78,16.67,16.69,16.69,16.57,"..","..","..",".."
"Georgia","Manufactured goods, ores and metals","_","_","_","_","..","..","..","..","..","..","..",10.29,"..",10.21,10.35,7.78,7.13,6.46,6.46,0.48,0.48,0.48,0.47,0.82,0.81,0.79,"..",0.79,0.79,".."
"Georgia","Ores and metals","_","_","_","_","..","..","..","..","..","..","..",11.75,"..",11.75,11.75,8.66,7.87,7.09,7.09,2.81,2.81,2.81,2.81,2.81,2.81,2.8,"..",2.8,2.8,".."
"Georgia","Manufactured goods","_","_","_","_","..","..","..","..","..","..","..",10.19,"..",10.11,10.26,7.72,7.08,6.42,6.42,0.32,0.32,0.32,0.31,0.68,0.68,0.66,"..",0.66,0.66,".."
"Georgia","Chemical products","_","_","_","_","..","..","..","..","..","..","..",11.73,"..",11.68,12.36,8.390000000000001,7.34,5.77,5.77,0.75,0.74,0.73,0.7,1.05,1.03,0.78,"..",0.77,0.78,".."
"Georgia","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..","..",5.85,"..",5.96,5.96,4.47,4.24,4.01,4.01,0,0,0,0,0.06,0.06,0.06,"..",0.06,0.06,".."
"Georgia","Other manufactured goods","_","_","_","_","..","..","..","..","..","..","..",11.45,"..",11.3,11.3,8.869999999999999,8.210000000000001,7.72,7.72,0.29,0.29,0.29,0.29,0.8,0.8,0.86,"..",0.87,0.87,".."
"Germany","Manufactured goods, ores and metals","_","_",8.140000000000001,6.73,6.83,6.78,6.73,6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Germany","Ores and metals","_","_",2.54,2.54,2.54,2.54,2.54,2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Germany","Manufactured goods","_","_",8.52,7.02,7.12,7.07,7.01,6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Germany","Chemical products","_","_",7.64,7.64,7.79,7.63,7.63,7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Germany","Machinery and transport equipment","_","_",5.01,5.01,5.06,5.12,5.02,4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Germany","Other manufactured goods","_","_",10.33,7.62,7.73,7.67,7.62,7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Ghana","Manufactured goods, ores and metals","..","..","..","..","..",13.98,"..","..","..","..","..","..",13.78,12.44,12.44,12.44,12.46,"..","..",12.41,12.4,12.4,12.36,"..","..",12.35,"..","..",11.49,11.35
"Ghana","Ores and metals","..","..","..","..","..",10.95,"..","..","..","..","..","..",11.7,11.51,11.51,11.51,11.52,"..","..",11.57,11.57,11.57,12.55,"..","..",12.65,"..","..",7.15,7.15
"Ghana","Manufactured goods","..","..","..","..","..",14.18,"..","..","..","..","..","..",13.92,12.5,12.5,12.5,12.52,"..","..",12.46,12.46,12.46,12.34,"..","..",12.33,"..","..",11.78,11.63
"Ghana","Chemical products","..","..","..","..","..",10.94,"..","..","..","..","..","..",11.77,10.97,10.97,10.97,11.01,"..","..",11.1,11.1,11.1,11.23,"..","..",11.37,"..","..",6.67,6.67
"Ghana","Machinery and transport equipment","..","..","..","..","..",10.07,"..","..","..","..","..","..",5.33,5.69,5.69,5.69,5.72,"..","..",5.74,5.72,5.72,5.56,"..","..",5.52,"..","..",8.060000000000001,7.66
"Ghana","Other manufactured goods","..","..","..","..","..",17.14,"..","..","..","..","..","..",18.35,16.04,16.04,16.04,16.05,"..","..",15.85,15.85,15.85,15.71,"..","..",15.66,"..","..",15.49,15.4
"Greece","Manufactured goods, ores and metals",5.81,5.8,8.140000000000001,6.73,6.83,6.78,6.73,6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Greece","Ores and metals",2.53,2.47,2.54,2.54,2.54,2.54,2.54,2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Greece","Manufactured goods",6.08,6.08,8.52,7.02,7.12,7.07,7.01,6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Greece","Chemical products",7.54,7.53,7.64,7.64,7.79,7.63,7.63,7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Greece","Machinery and transport equipment",4.92,4.91,5.01,5.01,5.06,5.12,5.02,4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Greece","Other manufactured goods",6,5.99,10.33,7.62,7.73,7.67,7.62,7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Grenada","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..",20.29,"..","..",16.91,8.74,16.92,8.949999999999999,8.949999999999999,"..","..",8.74,8.74,8.74,"..",8.65,8.65,8.65,8.65,"..",8.6,8.609999999999999,".."
"Grenada","Ores and metals","..","..","..","..","..","..","..","..",16.54,"..","..",13.29,5.56,13.29,5.57,5.57,"..","..",5.56,5.56,5.56,"..",5.57,5.57,5.57,5.57,"..",5.56,5.56,".."
"Grenada","Manufactured goods","..","..","..","..","..","..","..","..",20.34,"..","..",16.96,8.94,16.97,9.18,9.18,"..","..",8.949999999999999,8.949999999999999,8.949999999999999,"..",8.85,8.85,8.85,8.85,"..",8.810000000000001,8.810000000000001,".."
"Grenada","Chemical products","..","..","..","..","..","..","..","..",14.94,"..","..",11.62,6.18,11.79,6.47,6.47,"..","..",6.22,6.22,6.22,"..",6.21,6.21,6.21,6.21,"..",6.17,6.16,".."
"Grenada","Machinery and transport equipment","..","..","..","..","..","..","..","..",19.17,"..","..",16.74,7.55,16.74,7.76,7.76,"..","..",7.55,7.55,7.55,"..",7.71,7.71,7.71,7.71,"..",7.68,7.7,".."
"Grenada","Other manufactured goods","..","..","..","..","..","..","..","..",21.51,"..","..",17.91,10.62,17.89,10.65,10.65,"..","..",10.62,10.62,10.62,"..",10.41,10.41,10.41,10.41,"..",10.37,10.37,".."
"Guatemala","Manufactured goods, ores and metals","..","..","..","..","..","..","..",9.49,"..",7.88,7.83,7.11,6.62,6.27,5.62,5.62,5.01,4.96,4.96,4.87,4.86,4.87,4.85,4.83,4.76,4.71,4.67,4.66,"..",".."
"Guatemala","Ores and metals","..","..","..","..","..","..","..",5.86,"..",2.47,1.42,1.22,1.13,1.12,1.02,1.02,1.02,1,1,1,1,1,1,1,0.98,0.98,0.98,0.98,"..",".."
"Guatemala","Manufactured goods","..","..","..","..","..","..","..",9.73,"..",8.24,8.25,7.49,6.97,6.6,5.94,5.94,5.28,5.23,5.23,5.13,5.12,5.13,5.11,5.09,5.02,4.96,4.92,4.91,"..",".."
"Guatemala","Chemical products","..","..","..","..","..","..","..",6.07,"..",2.71,1.63,1.48,1.42,1.47,1.53,1.53,1.53,1.51,1.5,1.62,1.6,1.63,1.59,1.59,1.56,1.75,1.55,1.55,"..",".."
"Guatemala","Machinery and transport equipment","..","..","..","..","..","..","..",4.19,"..",3.62,2.73,2.54,2.53,2.5,2.46,2.44,2.43,2.44,2.42,2.31,2.31,2.34,2.31,2.25,2.14,1.75,1.76,1.72,"..",".."
"Guatemala","Other manufactured goods","..","..","..","..","..","..","..",13.46,"..",12.39,13.22,11.99,11.06,10.38,9.16,9.16,7.98,7.89,7.89,7.75,7.74,7.74,7.73,7.73,7.68,7.67,7.67,7.67,"..",".."
"Guinea","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..",6.41,"..","..","..","..","..",6.41,11.62,"..","..",11.54,11.54,11.54,"..",11.61,"..","..","..","..",11.52
"Guinea","Ores and metals","..","..","..","..","..","..","..","..","..","..",6.94,"..","..","..","..","..",6.94,7.46,"..","..",7.36,7.41,7.41,"..",7.41,"..","..","..","..",7.17
"Guinea","Manufactured goods","..","..","..","..","..","..","..","..","..","..",6.37,"..","..","..","..","..",6.38,11.9,"..","..",11.82,11.82,11.82,"..",11.89,"..","..","..","..",11.82
"Guinea","Chemical products","..","..","..","..","..","..","..","..","..","..",6.64,"..","..","..","..","..",6.64,6.5,"..","..",6.27,6.26,6.26,"..",6.63,"..","..","..","..",6.71
"Guinea","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..",5.39,"..","..","..","..","..",5.43,8.369999999999999,"..","..",8.35,8.35,8.35,"..",8.35,"..","..","..","..",8.19
"Guinea","Other manufactured goods","..","..","..","..","..","..","..","..","..","..",6.67,"..","..","..","..","..",6.67,15.53,"..","..",15.49,15.49,15.49,"..",15.49,"..","..","..","..",15.48
"Guinea-Bissau","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",11.79,11.75,11.73,11.74,11.75,11.75,11.63,11.63,11.63,11.63,11.61,11.61,11.61,11.61,"..","..",11.52
"Guinea-Bissau","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..",7.49,7.51,7.25,7.36,7.36,7.36,7.21,7.18,7.21,7.21,7.19,7.19,7.19,7.19,"..","..",7.17
"Guinea-Bissau","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",12.07,12.02,12.04,12.04,12.05,12.05,11.93,11.93,11.93,11.93,11.91,11.91,11.91,11.9,"..","..",11.82
"Guinea-Bissau","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..",6.43,6.43,6.43,6.43,6.43,6.43,6.51,6.51,6.51,6.51,6.42,6.42,6.42,6.42,"..","..",6.71
"Guinea-Bissau","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..",8.550000000000001,8.539999999999999,8.6,8.58,8.58,8.59,8.33,8.33,8.33,8.33,8.32,8.32,8.32,8.32,"..","..",8.19
"Guinea-Bissau","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..",15.8,15.71,15.72,15.73,15.75,15.75,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.66,"..","..",15.48
"Guyana","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..",21.32,"..","..",17.92,17.91,9.15,9.15,9.15,"..","..",9.060000000000001,8.52,8.67,8.52,8.67,8.67,8.67,8.99,"..",8.66,8.66,8.66
"Guyana","Ores and metals","..","..","..","..","..","..","..","..",18.99,"..","..",15.75,15.75,5.68,5.68,5.68,"..","..",5.59,5.76,5.65,5.76,5.65,5.65,5.65,5.76,"..",5.64,5.64,5.64
